"Time","Vhcl.YawAcc"
"C1","C1"
"s","rad/s^2"
1.241,0.1584004313
1.251,0.2582578659
1.261,0.1534447968
1.271,0.2007049322
1.281,0.2442530841
1.291,0.1488308012
1.301,0.2328668237
1.311,0.2183818668
1.321,0.1692557037
1.331,0.2358437777
1.341,0.2060007155
1.351,0.1958187371
1.361,0.2320543528
1.371,0.2104073465
1.381,0.2122284919
1.391,0.2297040969
1.401,0.2173282504
1.411,0.2216806114
1.421,0.2302793115
1.431,0.2244487405
1.441,0.2291232795
1.451,0.2331646532
1.461,0.2304432839
1.471,0.2341133356
1.481,0.2367452085
1.491,0.2360650897
1.501,0.2389869392
1.511,0.2409722358
1.521,0.241264388
1.531,0.2435910106
1.541,0.2450534701
1.551,0.2446357757
1.561,0.2462640852
1.571,0.2477081716
1.581,0.2478324175
1.591,0.2502572536
1.601,0.253688544
1.611,0.2664390802
1.621,0.2849927247
1.631,0.2714762986
1.641,0.2851754427
1.651,0.3075887561
1.661,0.252840519
1.671,0.3148397505
1.681,0.3411302269
1.691,0.2377481908
1.701,0.3122814596
1.711,0.3471699357
1.721,0.2454934716
1.731,0.3198187351
1.741,0.3497129977
1.751,0.2480730861
1.761,0.3211278915
1.771,0.352311492
1.781,0.2532821298
1.791,0.3216817975
1.801,0.3630774021
1.811,0.264316529
1.821,0.3179523945
1.831,0.3723944128
1.841,0.2757098675
1.851,0.3136908412
1.861,0.3822332919
1.871,0.2933227718
1.881,0.3068333864
1.891,0.3900722265
1.901,0.3137212694
1.911,0.2982892394
1.921,0.3903147578
1.931,0.3405706882
1.941,0.294396013
1.951,0.3814733326
1.961,0.3661595285
1.971,0.2940255702
1.981,0.3574156165
1.991,0.3809469044
2.001,0.3013021052
2.011,0.3263756633
2.021,0.3789249361
2.031,0.3199393749
2.041,0.3039875627
2.051,0.3594719172
2.061,0.339132607
2.071,0.2980973721
2.081,0.3318605125
2.091,0.3438818157
2.101,0.3035266101
2.111,0.3079203963
2.121,0.3353831768
2.131,0.3142796755
2.141,0.2964248359
2.151,0.3171486259
2.161,0.3168942928
2.171,0.2932399809
2.181,0.29787305
2.191,0.309730202
2.201,0.2935347557
2.211,0.2834022939
2.221,0.2951115966
2.231,0.2905413508
2.241,0.2729406357
2.251,0.2796614468
2.261,0.2880357802
2.271,0.2671859264
2.281,0.2612225711
2.291,0.2819107771
2.301,0.2636796236
2.311,0.2362833619
2.321,0.2719236016
2.331,0.2711194456
2.341,0.2027515769
2.351,0.2425435334
2.361,0.2935094237
2.371,0.2155231237
2.381,0.1923618019
2.391,0.2752570808
2.401,0.2489581257
2.411,0.1705604047
2.421,0.22441791
2.431,0.2592624128
2.441,0.1759799719
2.451,0.1687037051
2.461,0.2468845546
2.471,0.2077754289
2.481,0.1410575658
2.491,0.2018905133
2.501,0.2278504521
2.511,0.1444144249
2.521,0.1442739367
2.531,0.2178305835
2.541,0.1740064025
2.551,0.1101675108
2.561,0.1690389365
2.571,0.1925998181
2.581,0.1114933565
2.591,0.1105062515
2.601,0.1794650853
2.611,0.1386667043
2.621,0.07684985548
2.631,0.1301243454
2.641,0.155429095
2.651,0.08109499514
2.661,0.07341472805
2.671,0.1327097118
2.681,0.1037411988
2.691,0.04620392248
2.701,0.07907805592
2.711,0.1061074883
2.721,0.05550938845
2.731,0.03642315045
2.741,0.07465747744
2.751,0.06758396327
2.761,0.0264202971
2.771,0.03473048657
2.781,0.05600286648
2.791,0.0319968611
2.801,0.01098642219
2.811,0.02668201178
2.821,0.02919360436
2.831,0.005677104462
2.841,0.0008174021496
2.851,0.0120779546
2.861,0.003545562271
2.871,-0.01246915106
2.881,-0.009472962469
2.891,-0.005589162465
2.901,-0.01813863404
2.911,-0.02608463913
2.921,-0.02070088126
2.931,-0.02398000285
2.941,-0.03639204428
2.951,-0.03742132708
2.961,-0.03412179276
2.971,-0.04323029518
2.981,-0.05174975097
2.991,-0.048267629
3.001,-0.05010746419
3.011,-0.06238763407
3.021,-0.06310163438
3.031,-0.05708703399
3.041,-0.06905993819
3.051,-0.07917705178
3.061,-0.06628388166
3.071,-0.07072869688
3.081,-0.09626036137
3.091,-0.08206713945
3.101,-0.06481153518
3.111,-0.1105011329
3.121,-0.1138814539
3.131,-0.05094345286
3.141,-0.09645177424
3.151,-0.1570974737
3.161,-0.08771475405
3.171,-0.06254800409
3.181,-0.1489476115
3.191,-0.1473696977
3.201,-0.0653982386
3.211,-0.1043524295
3.221,-0.1739401519
3.231,-0.1130181476
3.241,-0.07900277525
3.251,-0.1609093696
3.261,-0.1713614762
3.271,-0.08745566756
3.281,-0.1162772179
3.291,-0.1956262589
3.301,-0.1468626708
3.311,-0.09868372232
3.321,-0.1732544601
3.331,-0.2016159147
3.341,-0.1202020496
3.351,-0.1332684159
3.361,-0.216890052
3.371,-0.1826341152
3.381,-0.1219007149
3.391,-0.1861696541
3.401,-0.2308531702
3.411,-0.1573735029
3.421,-0.1497926712
3.431,-0.2335212976
3.441,-0.222023353
3.451,-0.1510416567
3.461,-0.1964345127
3.471,-0.2585250735
3.481,-0.2018159628
3.491,-0.17018646
3.501,-0.2455432564
3.511,-0.2612934113
3.521,-0.1946494728
3.531,-0.2117670029
3.541,-0.2782385647
3.551,-0.2538947761
3.561,-0.2109000981
3.571,-0.2524280846
3.581,-0.2876161039
3.591,-0.2501556575
3.601,-0.2379343957
3.611,-0.2833188176
3.621,-0.2879069448
3.631,-0.254124403
3.641,-0.268422991
3.651,-0.3026384413
3.661,-0.2884855866
3.671,-0.2715858519
3.681,-0.2988074124
3.691,-0.3133541644
3.701,-0.2916196287
3.711,-0.2945599556
3.721,-0.3218909502
3.731,-0.3204082251
3.741,-0.3074799478
3.751,-0.3270760179
3.761,-0.3427499831
3.771,-0.32117787
3.781,-0.3249637783
3.791,-0.3607557416
3.801,-0.341733247
3.811,-0.3156147897
3.821,-0.3726495504
3.831,-0.3780471385
3.841,-0.3013988137
3.851,-0.3492878377
3.861,-0.415189594
3.871,-0.339853555
3.881,-0.3193027973
3.891,-0.4131042957
3.901,-0.3998962641
3.911,-0.3147935867
3.921,-0.36819309
3.931,-0.423410356
3.941,-0.3453706801
3.951,-0.3410983086
3.961,-0.4314176738
3.971,-0.3983272016
3.981,-0.3370011151
3.991,-0.4105729163
4.001,-0.4417891204
4.011,-0.3583633304
4.021,-0.3840117455
4.031,-0.4599227607
4.041,-0.4035402536
4.051,-0.3725335002
4.061,-0.4549194574
4.071,-0.4492828548
4.081,-0.3859054744
4.091,-0.440141499
4.101,-0.4809270203
4.111,-0.4232322872
4.121,-0.431101054
4.131,-0.4874027669
4.141,-0.4631008208
4.151,-0.4414254129
4.161,-0.4836556911
4.171,-0.4910909235
4.181,-0.468013823
4.191,-0.4876716435
4.201,-0.5080640912
4.211,-0.4972756207
4.221,-0.5025751591
4.231,-0.5215791464
4.241,-0.5225443244
4.251,-0.5241371393
4.261,-0.5377794504
4.271,-0.5449351668
4.281,-0.5483830571
4.291,-0.5585403442
4.301,-0.5678522587
4.311,-0.5741554499
4.321,-0.5833569765
4.331,-0.5933161974
4.341,-0.6018614173
4.351,-0.6114156246
4.361,-0.626300931
4.371,-0.6408448219
4.381,-0.6534381509
4.391,-0.6678621769
4.401,-0.6815292835
4.411,-0.6932525635
4.421,-0.7168668509
4.431,-0.748826623
4.441,-0.765021801
4.451,-0.7894183993
4.461,-0.8136726022
4.471,-0.8260961175
4.481,-0.8480954766
4.491,-0.8651185036
4.501,-0.8784070611
4.511,-0.9030974507
4.521,-0.9200956821
4.531,-0.9447792768
4.541,-0.9756135941
4.551,-1.000084639
4.561,-1.038260579
4.571,-1.067361712
4.581,-1.098398805
4.591,-1.133506417
4.601,-1.154994726
4.611,-1.18511188
4.621,-1.198031187
4.631,-1.209535956
4.641,-1.21285212
4.651,-1.198439717
4.661,-1.187175632
4.671,-1.149087429
4.681,-1.119825125
4.691,-1.071200848
4.701,-1.031853199
4.711,-1.001012683
4.721,-0.9823876619
4.731,-1.016397595
4.741,-1.082892895
4.751,-1.217887521
4.761,-1.375794411
4.771,-1.531382442
4.781,-1.668908
4.791,-1.80726254
4.801,-1.838496327
4.811,-1.72435987
4.821,-1.553886056
4.831,-1.372685313
4.841,-1.198701739
4.851,-1.050007939
4.861,-0.9171403646
4.871,-0.7898010015
4.881,-0.6673161387
4.891,-0.6734202504
4.901,-0.7914467454
4.911,-0.9726415277
4.921,-1.170615315
4.931,-1.350258231
4.941,-1.502706885
4.951,-1.642478704
4.961,-1.710892558
4.971,-1.620261788
4.981,-1.463263154
4.991,-1.294593334
5.001,-1.131765366
5.011,-0.9778068066
5.021,-0.8258650899
5.031,-0.6765948534
5.041,-0.5358102918
5.051,-0.4780422747
5.061,-0.5508954525
5.071,-0.7064090967
5.081,-0.8920815587
5.091,-1.095303178
5.101,-1.293547869
5.111,-1.469631314
5.121,-1.504572034
5.131,-1.390375733
5.141,-1.22449851
5.151,-1.055968881
5.161,-0.8882139921
5.171,-0.7193548679
5.181,-0.5480400324
5.191,-0.3785423636
5.201,-0.2567386925
5.211,-0.2132351547
5.221,-0.3013773561
5.231,-0.4666476548
5.241,-0.6581847072
5.251,-0.861528635
5.261,-1.019390583
5.271,-1.020612717
5.281,-0.9127102494
5.291,-0.7651364803
5.301,-0.6060506701
5.311,-0.4420752227
5.321,-0.2698810399
5.331,-0.09920999408
5.341,0.04726579413
5.351,0.1498141736
5.361,0.1442929506
5.371,0.02050186321
5.381,-0.1654996723
5.391,-0.3704012632
5.401,-0.5618361831
5.411,-0.6415259838
5.421,-0.5992485285
5.431,-0.4779667258
5.441,-0.3243029714
5.451,-0.1604145169
5.461,-0.003566392232
5.471,0.1595551819
5.481,0.3152257204
5.491,0.4332968295
5.501,0.4712097347
5.511,0.4057504237
5.521,0.2671099901
5.531,0.06763499975
5.541,-0.1323970407
5.551,-0.2287605703
5.561,-0.195367679
5.571,-0.08485243469
5.581,0.04786153883
5.591,0.1894560456
5.601,0.3462928534
5.611,0.5170393586
5.621,0.6782447696
5.631,0.8143899441
5.641,0.8783170581
5.651,0.8208242059
5.661,0.6879422665
5.671,0.5130293965
5.681,0.3262939453
5.691,0.1982129961
5.701,0.1848968416
5.711,0.2502923012
5.721,0.371810317
5.731,0.5251181722
5.741,0.6956324577
5.751,0.8610442281
5.761,1.025593996
5.771,1.191157937
5.781,1.366834402
5.791,1.540344715
5.801,1.592804432
5.811,1.537437677
5.821,1.413802743
5.831,1.226463914
5.841,1.002073407
5.851,0.7767530084
5.861,0.587915957
5.871,0.5002360344
5.881,0.5488378406
5.891,0.6756521463
5.901,0.8442806602
5.911,1.028235793
5.921,1.183439136
5.931,1.304644585
5.941,1.328818202
5.951,1.241490602
5.961,1.093844056
5.971,0.915825367
5.981,0.72598809
5.991,0.5569292903
6.001,0.4759627879
6.011,0.5040285587
6.021,0.6210457087
6.031,0.7848383188
6.041,0.9655754566
6.051,1.109799981
6.061,1.167471409
6.071,1.093586564
6.081,0.9534946084
6.091,0.7792518735
6.101,0.5976564288
6.111,0.480946362
6.121,0.4619729817
6.131,0.5338339806
6.141,0.6478666663
6.151,0.7639800906
6.161,0.8507541418
6.171,0.8914242387
6.181,0.8833324909
6.191,0.832657218
6.201,0.7545220256
6.211,0.6744561195
6.221,0.6131846309
6.231,0.5791518092
6.241,0.5730746984
6.251,0.5876691341
6.261,0.6106436849
6.271,0.6278794408
6.281,0.6421103477
6.291,0.6507385969
6.301,0.6455791593
6.311,0.6292897463
6.321,0.6067712903
6.331,0.5824167728
6.341,0.5603076816
6.351,0.5429046154
6.361,0.5307800174
6.371,0.5229749084
6.381,0.5272541642
6.391,0.5347908735
6.401,0.5320270061
6.411,0.5201101899
6.421,0.505828023
6.431,0.4928823113
6.441,0.4815641344
6.451,0.4716411233
6.461,0.4616309702
6.471,0.4514243603
6.481,0.4421974123
6.491,0.4343158603
6.501,0.4270068109
6.511,0.4195639789
6.521,0.4119116068
6.531,0.4041979909
6.541,0.3965421021
6.551,0.3890814781
6.561,0.3818759024
6.571,0.3748812079
6.581,0.3681493104
6.591,0.361777246
6.601,0.3557797074
6.611,0.3501220644
6.621,0.3448452652
6.631,0.3399651051
6.641,0.3351866901
6.651,0.3305903971
6.661,0.326456368
6.671,0.3226104677
6.681,0.3188315928
6.691,0.3153571188
6.701,0.3124230504
6.711,0.3093423843
6.721,0.3062060177
6.731,0.3039737642
6.741,0.3020139635
6.751,0.2994643748
6.761,0.297549367
6.771,0.2966004014
6.781,0.2948022187
6.791,0.2928541899
6.801,0.2927945256
6.811,0.2921937704
6.821,0.2898542881
6.831,0.2877157927
6.841,0.2876027822
6.851,0.2875711024
6.861,0.2858426571
6.871,0.2867273688
6.881,0.289267987
6.891,0.2865372896
6.901,0.2862060964
6.911,0.2936618924
6.921,0.2897207737
6.931,0.2825305164
6.941,0.30095011
6.951,0.2998863757
6.961,0.2676733136
6.971,0.3100103736
6.981,0.3354678452
6.991,0.2456913292
7.001,0.2637244463
7.011,0.3510083556
7.021,0.302708149
7.031,0.2509946525
7.041,0.333063513
7.051,0.35006091
7.061,0.2609653771
7.071,0.2895570993
7.081,0.368829608
7.091,0.3089340329
7.101,0.2679238021
7.111,0.3551894724
7.121,0.3597069085
7.131,0.2730077207
7.141,0.3138306439
7.151,0.3867481053
7.161,0.3195537329
7.171,0.2952231765
7.181,0.386697799
7.191,0.3791661263
7.201,0.3008911014
7.211,0.3557731211
7.221,0.41268453
7.231,0.3355617523
7.241,0.330609262
7.251,0.4215539694
7.261,0.3946728408
7.271,0.3310419321
7.281,0.3989817798
7.291,0.438082099
7.301,0.3578303754
7.311,0.3732982576
7.321,0.456425935
7.331,0.4121736586
7.341,0.3682015538
7.351,0.4460150301
7.361,0.4642300904
7.371,0.3885973096
7.381,0.4233937562
7.391,0.4909727573
7.401,0.4365662336
7.411,0.4145417213
7.421,0.4916572571
7.431,0.4871295989
7.441,0.4348958135
7.451,0.4815192819
7.461,0.5211001039
7.471,0.4773491323
7.481,0.4805328548
7.491,0.5324988961
7.501,0.5186786056
7.511,0.4986741841
7.521,0.5393834114
7.531,0.5491913557
7.541,0.5241858363
7.551,0.5469331145
7.561,0.5703978539
7.571,0.5521498322
7.581,0.5596603751
7.591,0.5866282582
7.601,0.5788339376
7.611,0.5770791173
7.621,0.6008678079
7.631,0.602052629
7.641,0.596752882
7.651,0.6150930524
7.661,0.6220827103
7.671,0.6168299913
7.681,0.6298954487
7.691,0.6395788193
7.701,0.6359666586
7.711,0.6451856494
7.721,0.655262053
7.731,0.6532959938
7.741,0.6605089903
7.751,0.6704497337
7.761,0.669983089
7.771,0.6748170853
7.781,0.6844292879
7.791,0.6868647933
7.801,0.6912310123
7.811,0.6998749971
7.821,0.7025105953
7.831,0.7055708766
7.841,0.7118673325
7.851,0.7132353783
7.861,0.7148972154
7.871,0.7193964124
7.881,0.7201072574
7.891,0.7215560675
7.901,0.7254527807
7.911,0.7262236476
7.921,0.7278809547
7.931,0.7312134504
7.941,0.7315058708
7.951,0.7326077819
7.961,0.7344558239
7.971,0.7338849902
7.981,0.7375231385
7.991,0.742570281
8.001,0.7430543303
8.011,0.7504559755
8.021,0.7544563413
8.031,0.7508438826
8.041,0.7504361272
8.051,0.7421089411
8.061,0.7281898856
8.071,0.7198902369
8.081,0.7058002353
8.091,0.6944393516
8.101,0.6933733225
8.111,0.6884539127
8.121,0.691531539
8.131,0.7010584474
8.141,0.7010555863
8.151,0.7064384222
8.161,0.706514895
8.171,0.690962553
8.181,0.6798675656
8.191,0.6574712992
8.201,0.6288514733
8.211,0.6144405007
8.221,0.5962420702
8.231,0.5850790143
8.241,0.595397234
8.251,0.6026579142
8.261,0.617200911
8.271,0.6418387294
8.281,0.6451566219
8.291,0.6435297132
8.301,0.6361060143
8.311,0.5972361565
8.321,0.5565699935
8.331,0.5189344883
8.341,0.4672600627
8.351,0.4418746233
8.361,0.4408377111
8.371,0.4420258105
8.381,0.480116874
8.391,0.5304760933
8.401,0.5570384264
8.411,0.5921790004
8.421,0.6012026668
8.431,0.5552183986
8.441,0.5113642812
8.451,0.4476797879
8.461,0.3513143957
8.471,0.3066961169
8.481,0.2830067277
8.491,0.2567237318
8.501,0.3163407445
8.511,0.3841888905
8.521,0.4115352035
8.531,0.4973479509
8.541,0.5307824612
8.551,0.4710856974
8.561,0.4575442076
8.571,0.408036828
8.581,0.2946326733
8.591,0.2439990491
8.601,0.2254055142
8.611,0.1546380967
8.621,0.1787711978
8.631,0.2583252788
8.641,0.2642993033
8.651,0.306878835
8.661,0.3882020414
8.671,0.3653644323
8.681,0.315975517
8.691,0.3189640343
8.701,0.2622682154
8.711,0.1664972454
8.721,0.1558047682
8.731,0.1597759426
8.741,0.1092731655
8.751,0.1247117072
8.761,0.1928609014
8.771,0.1855148375
8.781,0.1667437553
8.791,0.2110415846
8.801,0.2085609734
8.811,0.1398978382
8.821,0.1235578433
8.831,0.1383155435
8.841,0.08900614083
8.851,0.04398045689
8.861,0.07489407808
8.871,0.08808766305
8.881,0.04562614486
8.891,0.04633217677
8.901,0.0883134678
8.911,0.07056871802
8.921,0.02308666706
8.931,0.03610385954
8.941,0.05701759458
8.951,0.01247558463
8.961,-0.02476292476
8.971,0.005089303013
8.981,0.01451676432
8.991,-0.03861616179
9.001,-0.05242215469
9.011,-0.005335474852
9.021,-0.0139549952
9.031,-0.07708655298
9.041,-0.06936432421
9.051,-0.01636093296
9.061,-0.04768706486
9.071,-0.1152898893
9.081,-0.0907317847
9.091,-0.0372020714
9.101,-0.07769428194
9.111,-0.1449557394
9.121,-0.1151257381
9.131,-0.06076896936
9.141,-0.1011934727
9.151,-0.1700689495
9.161,-0.1433196813
9.171,-0.08528071642
9.181,-0.1192892715
9.191,-0.1926972568
9.201,-0.1768565029
9.211,-0.1124545187
9.221,-0.1328873038
9.231,-0.2102755606
9.241,-0.2120819241
9.251,-0.1441518962
9.261,-0.1443209499
9.271,-0.2204260677
9.281,-0.2458726764
9.291,-0.1828997731
9.301,-0.1568039656
9.311,-0.2215471417
9.321,-0.273293227
9.331,-0.2276172936
9.341,-0.1748429239
9.351,-0.2158666402
9.361,-0.2890742123
9.371,-0.2747837305
9.381,-0.2054569721
9.391,-0.2103781402
9.401,-0.287902832
9.411,-0.31369102
9.421,-0.2506988645
9.431,-0.2147871256
9.441,-0.2724350989
9.451,-0.3340452015
9.461,-0.3018374443
9.471,-0.2357573062
9.481,-0.2540690899
9.491,-0.331551522
9.501,-0.3454169631
9.511,-0.2777172029
9.521,-0.2470874339
9.531,-0.3081926107
9.541,-0.3657960296
9.551,-0.3299951851
9.561,-0.2640743256
9.571,-0.281763643
9.581,-0.3573310971
9.591,-0.3727751374
9.601,-0.3062810302
9.611,-0.2714835703
9.621,-0.332153976
9.631,-0.3933369517
9.641,-0.3552731872
9.651,-0.2819721401
9.661,-0.2983852625
9.671,-0.3788388968
9.681,-0.3956567943
9.691,-0.3233417869
9.701,-0.2842121124
9.711,-0.3426963389
9.721,-0.4062608182
9.731,-0.3741002083
9.741,-0.3015294671
9.751,-0.3079522848
9.761,-0.3834117651
9.771,-0.407668978
9.781,-0.3459131122
9.791,-0.3009758592
9.801,-0.3431299031
9.811,-0.4035265446
9.821,-0.3887022436
9.831,-0.3262179792
9.841,-0.3157794476
9.851,-0.3702861667
9.861,-0.4026440978
9.871,-0.3654618859
9.881,-0.3200802505
9.891,-0.3360227942
9.901,-0.3843102157
9.911,-0.3896359205
9.921,-0.3469902277
9.931,-0.3238109946
9.941,-0.3524526358
9.951,-0.3849417567
9.961,-0.3719090819
9.971,-0.3356279135
9.981,-0.3312737644
9.991,-0.3609704077
10.001,-0.3762819469
10.011,-0.3546679616
10.021,-0.3300069869
10.031,-0.3375757337
10.041,-0.3611685038
10.051,-0.3627507985
10.061,-0.3403660655
10.071,-0.3276936412
10.081,-0.3405286074
10.091,-0.355248034
10.101,-0.3479639292
10.111,-0.3296417594
10.121,-0.3268204331
10.131,-0.3400579393
10.141,-0.3459445536
10.151,-0.3340781033
10.161,-0.3216070831
10.171,-0.3252928555
10.181,-0.3356389999
10.191,-0.3338869214
10.201,-0.3210029304
10.211,-0.31520769
10.221,-0.3224371672
10.231,-0.3278162181
10.241,-0.3202237487
10.251,-0.3096286356
10.261,-0.3102956116
10.271,-0.3178000152
10.281,-0.3165927231
10.291,-0.306032598
10.301,-0.3007932901
10.311,-0.3061749935
10.321,-0.3097603917
10.331,-0.3024889231
10.341,-0.2936227918
10.351,-0.2948201299
10.361,-0.3005509973
10.371,-0.2976956069
10.381,-0.2878853083
10.391,-0.2845989466
10.401,-0.2903051674
10.411,-0.2920529842
10.421,-0.2829225063
10.431,-0.275668174
10.441,-0.2803228498
10.451,-0.284853965
10.461,-0.2763457298
10.471,-0.2659126222
10.481,-0.2695627809
10.491,-0.2774943113
10.501,-0.2704440355
10.511,-0.2565595508
10.521,-0.2585611641
10.531,-0.2703016698
10.541,-0.2652719617
10.551,-0.2471788377
10.561,-0.2464478761
10.571,-0.2613466978
10.581,-0.2580533326
10.591,-0.2350320667
10.601,-0.2320633531
10.611,-0.2542079091
10.621,-0.254865557
10.631,-0.2236262262
10.641,-0.2167504132
10.651,-0.2498562485
10.661,-0.255515188
10.671,-0.2102763802
10.681,-0.1985970289
10.691,-0.2508341968
10.701,-0.2637167573
10.711,-0.195238322
10.721,-0.1728762984
10.731,-0.2456327677
10.741,-0.2750228941
10.751,-0.2038804591
10.761,-0.1563838273
10.771,-0.2150143087
10.781,-0.2704168558
10.791,-0.2213412821
10.801,-0.1499661654
10.811,-0.182785511
10.821,-0.257588625
10.831,-0.2373132706
10.841,-0.1550125629
10.851,-0.1586301327
10.861,-0.2387262881
10.871,-0.247581929
10.881,-0.1690854728
10.891,-0.141975373
10.901,-0.2117980272
10.911,-0.2486634552
10.921,-0.1859139651
10.931,-0.1322907954
10.941,-0.1807104349
10.951,-0.2393735647
10.961,-0.1999600083
10.971,-0.1300659627
10.981,-0.1510112733
10.991,-0.2193013132
11.001,-0.2085271031
11.011,-0.1366456747
11.021,-0.1267603189
11.031,-0.187247932
11.041,-0.2063361108
11.051,-0.1512006372
11.061,-0.1157086566
11.071,-0.1507921517
11.081,-0.1873977929
11.091,-0.1627704948
11.101,-0.1202279776
11.111,-0.1256273687
11.121,-0.1599206775
11.131,-0.1615996957
11.141,-0.1295697093
11.151,-0.1157831401
11.161,-0.1358308494
11.171,-0.1502674222
11.181,-0.134788394
11.191,-0.1155161262
11.201,-0.1201967075
11.211,-0.1349443644
11.221,-0.1327623278
11.231,-0.1174701527
11.241,-0.1124889553
11.251,-0.1213040352
11.261,-0.1256053299
11.271,-0.1173500195
11.281,-0.1093206629
11.291,-0.1117005572
11.301,-0.1168474853
11.311,-0.1142914519
11.321,-0.1073978916
11.331,-0.1056594551
11.341,-0.1089088172
11.351,-0.1093228832
11.361,-0.104932934
11.371,-0.1016221717
11.381,-0.1025510579
11.391,-0.1037183702
11.401,-0.101494357
11.411,-0.09823904186
11.421,-0.09753313661
11.431,-0.098325409
11.441,-0.09740334004
11.451,-0.09485346824
11.461,-0.0933541432
11.471,-0.09346543252
11.481,-0.0930930078
11.491,-0.09128885716
11.501,-0.08958245814
11.511,-0.08911806345
11.521,-0.088862665
11.531,-0.08721325547
11.541,-0.08517204225
11.551,-0.08453202248
11.561,-0.08476503193
11.571,-0.0841864422
11.581,-0.08292957395
11.591,-0.08244027197
11.601,-0.08278673142
11.611,-0.08266057074
11.621,-0.08178972453
11.631,-0.08129221201
11.641,-0.08153766394
11.651,-0.08152513951
11.661,-0.08077754825
11.671,-0.08015910536
11.681,-0.08019388467
11.691,-0.08011282235
11.701,-0.07935063541
11.711,-0.07858817279
11.721,-0.07840152085
11.731,-0.07813449949
11.741,-0.07713073492
11.751,-0.07593590021
11.761,-0.07518351823
11.771,-0.07436063886
11.781,-0.07285861671
11.791,-0.0711049065
11.801,-0.0697927624
11.811,-0.06853926927
11.821,-0.0666449219
11.831,-0.06453641504
11.841,-0.06295959651
11.851,-0.06151571497
11.861,-0.05948733166
11.871,-0.05730898306
11.881,-0.05572110415
11.891,-0.05426122993
11.901,-0.05216694996
11.911,-0.04994974658
11.921,-0.04842257127
11.931,-0.04706492275
11.941,-0.0450681597
11.951,-0.04301962256
11.961,-0.04175613075
11.971,-0.04063048214
11.981,-0.03878507391
11.991,-0.03693953902
12.001,-0.0359644182
12.011,-0.03504246473
12.021,-0.03327739611
12.031,-0.03157369792
12.041,-0.03081289679
12.051,-0.02994506806
12.061,-0.02807527035
12.071,-0.02639414184
12.081,-0.02577975951
12.091,-0.024885986
12.101,-0.02287422307
12.111,-0.02128401771
12.121,-0.02091218904
12.131,-0.0200093668
12.141,-0.01785856672
12.151,-0.01645619236
12.161,-0.01641216874
12.171,-0.01545667183
12.181,-0.0131618306
12.191,-0.01178124826
12.201,-0.01058737002
12.211,-0.005904147401
12.221,0.0004969715374
12.231,0.003135921666
12.241,0.003235399025
12.251,0.006011171266
12.261,0.009056850336
12.271,0.006746388972
12.281,0.002930050949
12.291,0.004025675822
12.301,0.005292140879
12.311,0.0002698967292
12.321,-0.0040906379
12.331,-0.001397178043
12.341,-0.0001165560316
12.351,-0.006396950688
12.361,-0.009750496596
12.371,-0.004440942314
12.381,-0.003261574311
12.391,-0.01115857437
12.401,-0.01273350604
12.411,-0.004316593986
12.421,-0.004103233106
12.431,-0.0136191221
12.441,-0.01154982764
12.451,0.0005365015822
12.461,-0.002052893396
12.471,-0.01365319174
12.481,-0.006410126109
12.491,0.008334092796
12.501,-0.0002689591201
12.511,-0.01359443832
12.521,0.001380600035
12.531,0.01680868305
12.541,-0.001334040542
12.551,-0.01383029297
12.561,0.01242531464
12.571,0.02452534065
12.581,-0.006893672049
12.591,-0.01284678373
12.601,0.0284968242
12.611,0.02950275689
12.621,-0.01850373484
12.631,-0.007089092862
12.641,0.05112564564
12.651,0.02697972953
12.661,-0.03499175236
12.671,0.0009810618358
12.681,0.06398042291
12.691,0.02354813367
12.701,-0.03455098718
12.711,0.01185735688
12.721,0.06913691014
12.731,0.02076267451
12.741,-0.0307740178
12.751,0.02303967252
12.761,0.07183904946
12.771,0.01622948237
12.781,-0.0243949797
12.791,0.03555982932
12.801,0.07395514101
12.811,0.01597809605
12.821,-0.01497733686
12.831,0.04313566163
12.841,0.07262422144
12.851,0.0230391454
12.861,-0.0007643682766
12.871,0.0434810333
12.881,0.06741824746
12.891,0.03390173987
12.901,0.01462549902
12.911,0.04246494174
12.921,0.06191123649
12.931,0.04295135662
12.941,0.02799673192
12.951,0.04340561479
12.961,0.05814809352
12.971,0.04902303219
12.981,0.03846329078
12.991,0.0463739261
13.001,0.05696314946
13.011,0.05345135927
13.021,0.04668470845
13.031,0.05055347085
13.041,0.0578019321
13.051,0.05708059669
13.061,0.0530882068
13.071,0.05497793108
13.081,0.05983767286
13.091,0.0603675656
13.101,0.05827251449
13.111,0.05933173373
13.121,0.06264928728
13.131,0.06370312721
13.141,0.06265588105
13.151,0.06286477298
13.161,0.06496758014
13.171,0.06634169817
13.181,0.06624708325
13.191,0.06678808481
13.201,0.06862702221
13.211,0.06999216229
13.221,0.07022824883
13.231,0.07178918272
13.241,0.07520642877
13.251,0.07668753713
13.261,0.07618074864
13.271,0.07825379074
13.281,0.08174280822
13.291,0.08110150695
13.301,0.08018302917
13.311,0.08522553742
13.321,0.08757521957
13.331,0.08231237531
13.341,0.08575610816
13.351,0.09614218026
13.361,0.08767077327
13.371,0.08021099865
13.381,0.1047323272
13.391,0.1043439656
13.401,0.0651158914
13.411,0.1009901762
13.421,0.149148196
13.431,0.08126714826
13.441,0.05001915246
13.451,0.1310695112
13.461,0.1469618976
13.471,0.0648009032
13.481,0.07182137668
13.491,0.158771947
13.501,0.1377314478
